Seattle Cascades,2019-07-04,"Camas, WA",23.800,16.900,18.650,59.350,59.350,0.000
Seattle Cascades,2019-07-05,"Renton, WA",22.400,17.500,17.800,57.700,57.700,0.000
Colts,2014-08-08,"Indianapolis, IN",34.050,26.350,24.950,85.350,85.350,0.000
Troopers,2014-08-08,"Indianapolis, IN",33.550,25.300,25.925,84.775,84.775,0.000
Spirit of Atlanta,2014-08-08,"Indianapolis, IN",32.050,24.250,25.250,81.550,81.550,0.000
The Academy,2014-08-08,"Indianapolis, IN",32.650,24.300,24.925,81.875,81.875,0.000
Pacific Crest,2014-08-08,"Indianapolis, IN",31.450,23.700,23.750,78.900,78.900,0.000
Mandarins,2014-08-08,"Indianapolis, IN",30.850,23.850,23.450,78.150,78.150,0.000
Jersey Surf,2014-08-08,"Indianapolis, IN",30.000,23.200,22.600,75.800,75.800,0.000
Genesis,2014-08-08,"Indianapolis, IN",29.750,22.150,22.175,74.075,74.075,0.000
Blue Devils,2014-08-09,"Indianapolis, IN",40.000,30.000,29.650,99.650,99.650,0.000
Bluecoats,2014-08-09,"Indianapolis, IN",39.100,29.050,29.025,97.175,97.175,0.000
Santa Clara Vanguard,2014-08-09,"Indianapolis, IN",38.600,28.650,28.825,96.075,96.075,0.000
Carolina Crown,2014-08-09,"Indianapolis, IN",38.000,28.900,28.775,95.675,95.675,0.000
The Cavaliers,2014-08-09,"Indianapolis, IN",37.400,28.000,28.275,93.675,93.675,0.000
Blue Knights,2014-08-09,"Indianapolis, IN",36.750,26.600,27.800,91.150,91.150,0.000
Phantom Regiment,2014-08-09,"Indianapolis, IN",36.650,27.250,27.525,91.425,91.425,0.000
Blue Stars,2014-08-09,"Indianapolis, IN",35.500,27.200,26.900,89.600,89.600,0.000
Blue Devils,2019-07-05,"Renton, WA",33.400,25.200,24.350,82.950,82.950,0.000
Blue Knights,2019-07-05,"Renton, WA",30.300,22.450,23.050,75.800,75.800,0.000
Troopers,2019-07-05,"Renton, WA",26.400,20.600,20.650,67.650,67.650,0.000
Genesis,2019-07-05,"Renton, WA",23.700,18.250,18.800,60.750,60.750,0.000
Madison Scouts,2019-07-05,"Whitewater, WI",27.600,20.550,21.500,69.650,69.650,0.000
Bluecoats,2019-07-05,"Whitewater, WI",33.700,24.950,25.150,83.800,83.800,0.000
Santa Clara Vanguard,2019-07-05,"Whitewater, WI",33.200,24.650,25.150,83.000,83.000,0.000
The Cavaliers,2019-07-05,"Whitewater, WI",32.000,23.850,24.200,80.050,80.050,0.000
Blue Stars,2019-07-05,"Whitewater, WI",30.500,23.000,23.050,76.550,76.550,0.000
Crossmen,2019-07-05,"Whitewater, WI",30.400,23.100,22.450,75.950,75.950,0.000
The Academy,2019-07-05,"Whitewater, WI",28.300,21.300,21.200,70.800,70.800,0.000
Santa Clara Vanguard,2019-07-06,"Menomonie, WI",33.600,25.000,25.400,84.000,84.000,0.000
Bluecoats,2019-07-06,"Menomonie, WI",34.100,25.350,25.450,84.900,84.900,0.000
Blue Stars,2019-07-06,"Menomonie, WI",30.900,23.750,23.100,77.750,77.750,0.000
Crossmen,2019-07-06,"Menomonie, WI",30.600,23.600,22.450,76.650,76.650,0.000
The Academy,2019-07-06,"Menomonie, WI",28.900,21.600,21.400,71.900,71.900,0.000
Colts,2019-07-06,"Menomonie, WI",28.900,21.550,22.150,72.600,72.600,0.000
Madison Scouts,2019-07-06,"Menomonie, WI",27.900,20.800,21.350,70.050,70.050,0.000
Carolina Crown,2019-07-07,"Valdosta, GA",32.800,24.400,24.700,81.900,81.900,0.000
Spirit of Atlanta,2019-07-07,"Valdosta, GA",29.700,21.700,22.300,73.700,73.700,0.000
Phantom Regiment,2019-07-07,"Valdosta, GA",30.300,22.150,22.850,75.300,75.300,0.000
The Cavaliers,2015-06-20,"Akron, OH",26.200,19.700,20.850,66.750,66.750,0.000
Blue Stars,2015-06-20,"Akron, OH",25.600,18.950,20.100,64.650,64.650,0.000
Boston Crusaders,2015-06-20,"Akron, OH",23.400,18.400,18.800,60.600,60.600,0.000
Troopers,2015-06-20,"Akron, OH",23.600,17.200,18.600,59.400,59.400,0.000
Blue Knights,2015-06-21,"Sacramento, CA",27.200,19.350,20.300,66.850,66.850,0.000
Phantom Regiment,2015-06-21,"Sacramento, CA",27.600,20.150,20.550,68.300,68.300,0.000
Santa Clara Vanguard,2015-06-21,"Sacramento, CA",29.300,21.850,22.200,73.350,73.350,0.000
Music City,2019-07-07,"Valdosta, GA",27.200,19.950,20.700,67.850,67.850,0.000
Jersey Surf,2019-07-07,"Valdosta, GA",26.300,19.450,19.900,65.650,65.650,0.000
Blue Devils,2019-07-07,"Tri Cities, WA",33.900,25.500,24.700,84.100,84.100,0.000
Blue Knights,2019-07-07,"Tri Cities, WA",31.200,23.100,23.500,77.800,77.800,0.000
Pacific Crest,2019-07-07,"Tri Cities, WA",26.900,21.300,20.750,68.950,68.950,0.000
Troopers,2019-07-07,"Tri Cities, WA",26.600,20.800,21.250,68.650,68.650,0.000
Genesis,2019-07-07,"Tri Cities, WA",25.000,18.150,19.450,62.600,62.600,0.000
Seattle Cascades,2019-07-07,"Tri Cities, WA",23.500,17.350,19.000,59.850,59.850,0.000
Mandarins,2019-07-08,"Sioux City, IA",30.400,15.000,30.600,76.000,76.000,0.000
Crossmen,2019-07-08,"Sioux City, IA",31.100,15.700,30.900,77.700,77.700,0.000
Spirit of Atlanta,2019-07-08,"Hoschton, GA",30.200,22.200,22.850,75.250,75.250,0.000
Phantom Regiment,2019-07-08,"Hoschton, GA",30.700,22.550,23.450,76.700,76.700,0.000
Music City,2019-07-08,"Hoschton, GA",27.500,20.450,21.050,69.000,69.000,0.000
Jersey Surf,2019-07-08,"Hoschton, GA",26.900,19.900,20.200,67.000,67.000,0.000
Troopers,2019-07-08,"Boise, ID",27.600,21.150,21.350,70.100,70.100,0.000
Blue Devils,2019-07-08,"Boise, ID",34.500,25.900,25.050,85.450,85.450,0.000
Blue Knights,2019-07-08,"Boise, ID",31.700,22.850,23.900,78.450,78.450,0.000
Pacific Crest,2019-07-08,"Boise, ID",27.900,21.050,21.150,70.100,70.100,0.000
Genesis,2019-07-08,"Boise, ID",25.500,18.000,19.550,63.050,63.050,0.000
Seattle Cascades,2019-07-08,"Boise, ID",23.900,17.500,19.250,60.650,60.650,0.000
Bluecoats,2019-07-08,"Mankato, MN",34.800,25.400,25.500,85.700,85.700,0.000
Blue Stars,2019-07-08,"Mankato, MN",31.400,24.000,23.550,78.950,78.950,0.000
Colts,2019-07-08,"Mankato, MN",28.700,21.900,22.050,72.650,72.650,0.000
The Academy,2019-07-08,"Mankato, MN",28.300,21.550,21.550,71.400,71.400,0.000
Madison Scouts,2019-07-08,"Mankato, MN",27.700,20.650,21.350,69.700,69.700,0.000
Phantom Regiment,2015-06-26,"Oceanside, CA",28.600,21.800,21.700,72.100,72.100,0.000
Santa Clara Vanguard,2015-06-26,"Oceanside, CA",30.000,22.750,23.200,75.950,75.950,0.000
Blue Knights,2015-06-26,"Oceanside, CA",28.700,21.150,22.050,71.900,71.900,0.000
Pacific Crest,2015-06-26,"Oceanside, CA",24.600,19.300,19.300,63.200,63.200,0.000
The Academy,2015-06-26,"Oceanside, CA",25.400,19.800,20.250,65.450,65.450,0.000
Mandarins,2015-06-26,"Oceanside, CA",24.500,17.800,18.950,61.250,61.250,0.000
Santa Clara Vanguard,2015-06-27,"Pasadena, CA",31.000,23.300,23.200,77.500,77.500,0.000
Blue Devils,2015-06-27,"Pasadena, CA",31.800,23.750,23.850,79.400,79.400,0.000
Phantom Regiment,2015-06-27,"Pasadena, CA",29.200,22.050,21.900,73.150,73.150,0.000
Pacific Crest,2015-06-27,"Pasadena, CA",26.600,19.600,19.350,65.550,65.550,0.000
Blue Knights,2015-06-27,"Pasadena, CA",29.000,21.750,22.050,72.800,72.800,0.000
The Academy,2015-06-27,"Pasadena, CA",27.000,20.200,19.900,67.100,67.100,0.000
Mandarins,2015-06-27,"Pasadena, CA",24.800,18.950,18.750,62.500,62.500,0.000
Blue Devils,2015-06-28,"Riverside, CA",31.700,24.100,24.050,79.850,79.850,0.000
Santa Clara Vanguard,2015-06-28,"Riverside, CA",31.200,23.700,23.750,78.650,78.650,0.000
Phantom Regiment,2015-06-28,"Riverside, CA",29.000,21.950,21.950,72.900,72.900,0.000
Blue Knights,2015-06-28,"Riverside, CA",29.000,21.400,22.000,72.400,72.400,0.000
The Academy,2015-06-28,"Riverside, CA",25.900,20.150,19.900,65.950,65.950,0.000
Pacific Crest,2015-06-28,"Riverside, CA",25.600,19.700,19.600,64.900,64.900,0.000
Mandarins,2015-06-28,"Riverside, CA",25.100,18.950,19.000,63.050,63.050,0.000
Boston Crusaders,2015-07-02,"Foxboro, MA",29.000,21.850,21.050,71.900,71.900,0.000
Blue Devils,2015-07-02,"Foxboro, MA",32.100,24.550,24.400,81.050,81.050,0.000
Carolina Crown,2015-07-02,"Foxboro, MA",31.800,24.050,24.000,79.850,79.850,0.000
Crossmen,2015-07-02,"Foxboro, MA",29.100,21.800,20.650,71.550,71.550,0.000
Troopers,2015-07-02,"Foxboro, MA",28.200,20.050,20.350,68.600,68.600,0.000
Jersey Surf,2015-07-02,"Foxboro, MA",24.200,18.100,17.800,60.100,60.100,0.000
Blue Devils,2015-07-05,"Clifton, NJ",32.800,24.950,24.850,82.600,82.600,0.000
Carolina Crown,2015-07-05,"Clifton, NJ",32.500,24.900,24.300,81.700,81.700,0.000
Boston Crusaders,2015-07-05,"Clifton, NJ",30.200,22.450,22.700,75.350,75.350,0.000
Jersey Surf,2015-07-05,"Clifton, NJ",23.900,18.950,19.050,61.900,61.900,0.000
Madison Scouts,2015-07-05,"Whitewater, WI",29.000,21.050,21.650,71.700,71.700,0.000
Bluecoats,2015-07-05,"Whitewater, WI",31.900,23.550,24.000,79.450,79.450,0.000
The Cavaliers,2015-07-05,"Whitewater, WI",30.200,22.350,22.950,75.500,75.500,0.000
Santa Clara Vanguard,2015-07-05,"Whitewater, WI",31.600,23.300,24.100,79.000,79.000,0.000
Blue Stars,2015-07-05,"Whitewater, WI",28.200,20.850,21.950,71.000,71.000,0.000
Phantom Regiment,2015-07-05,"Whitewater, WI",29.400,21.900,22.400,73.700,73.700,0.000
Colts,2015-07-05,"Whitewater, WI",27.200,20.300,20.650,68.150,68.150,0.000
Colts,2015-07-07,"Dubuque, IA",27.100,21.350,21.000,69.450,69.450,0.000
Bluecoats,2015-07-07,"Dubuque, IA",32.000,24.200,24.150,80.350,80.350,0.000
Phantom Regiment,2015-07-07,"Dubuque, IA",30.100,22.900,22.800,75.800,75.800,0.000
Troopers,2015-07-07,"Dubuque, IA",27.700,21.050,21.400,70.150,70.150,0.000
Spirit of Atlanta,2015-07-07,"Dubuque, IA",27.600,20.300,20.350,68.250,68.250,0.000
Blue Devils,2015-07-08,"Ft. Wayne, IN",33.700,25.250,24.750,83.700,83.700,0.000
Carolina Crown,2015-07-08,"Ft. Wayne, IN",33.500,25.050,24.350,82.900,82.900,0.000
Crossmen,2015-07-08,"Ft. Wayne, IN",29.200,22.700,21.250,73.150,73.150,0.000
Jersey Surf,2015-07-08,"Ft. Wayne, IN",24.800,18.800,18.550,62.150,62.150,0.000
Blue Stars,2015-07-09,"La Crosse, WI",29.700,21.400,22.900,74.000,74.000,0.000
Santa Clara Vanguard,2015-07-09,"La Crosse, WI",33.500,24.300,24.500,82.300,82.300,0.000
The Cavaliers,2015-07-09,"La Crosse, WI",31.600,23.050,23.350,78.000,78.000,0.000
Madison Scouts,2015-07-09,"La Crosse, WI",30.100,21.600,23.000,74.700,74.700,0.000
Jersey Surf,2015-07-09,"La Crosse, WI",25.300,17.600,18.950,61.850,61.850,0.000
Blue Devils,2015-07-11,"Minneapolis, MN",32.600,25.150,25.100,82.850,82.850,0.000
Santa Clara Vanguard,2015-07-11,"Minneapolis, MN",32.200,24.900,24.450,81.550,81.550,0.000
Carolina Crown,2015-07-11,"Minneapolis, MN",31.400,24.700,24.600,80.700,80.700,0.000
The Cavaliers,2015-07-11,"Minneapolis, MN",30.500,23.450,23.700,77.650,77.650,0.000
Phantom Regiment,2015-07-11,"Minneapolis, MN",30.100,23.300,22.850,76.250,76.250,0.000
Blue Stars,2015-07-11,"Minneapolis, MN",28.300,22.300,22.650,73.250,73.250,0.000
Boston Crusaders,2015-07-11,"Minneapolis, MN",28.400,22.300,21.900,72.600,72.600,0.000
Madison Scouts,2015-07-11,"Minneapolis, MN",28.600,21.800,22.700,73.100,73.100,0.000
Crossmen,2015-07-11,"Minneapolis, MN",28.300,22.000,21.150,71.450,71.450,0.000
Jersey Surf,2015-07-11,"Minneapolis, MN",24.700,18.850,19.600,63.150,63.150,0.000
Blue Knights,2015-07-11,"Denver, CO",32.100,23.700,24.050,79.850,79.850,0.000
Bluecoats,2015-07-11,"Denver, CO",33.700,24.950,24.850,83.500,83.500,0.000
Colts,2015-07-11,"Denver, CO",29.400,22.250,21.800,73.450,73.450,0.000
Troopers,2015-07-11,"Denver, CO",30.400,22.650,22.500,75.550,75.550,0.000
The Academy,2015-07-11,"Denver, CO",29.800,21.650,22.000,73.450,73.450,0.000
Spirit of Atlanta,2015-07-11,"Denver, CO",28.100,21.350,21.650,71.100,71.100,0.000
Pacific Crest,2015-07-11,"Denver, CO",28.000,20.450,20.600,69.050,69.050,0.000
Colts,2019-07-09,"Ankeny, IA",29.700,21.950,22.350,74.000,74.000,0.000
Bluecoats,2019-07-09,"Ankeny, IA",34.900,25.750,25.650,86.300,86.300,0.000
Santa Clara Vanguard,2019-07-09,"Ankeny, IA",34.300,25.800,25.500,85.600,85.600,0.000
Bluecoats,2015-07-13,"Warrensburg, MO",33.200,25.250,25.000,83.450,83.450,0.000
Blue Devils,2015-07-13,"Warrensburg, MO",33.800,25.650,25.200,84.650,84.650,0.000
Phantom Regiment,2015-07-13,"Warrensburg, MO",30.500,23.700,23.500,77.700,77.700,0.000
The Cavaliers,2015-07-13,"Warrensburg, MO",31.300,23.950,23.900,79.150,79.150,0.000
Blue Knights,2015-07-14,"Great Bend, KS",33.000,24.650,24.350,82.000,82.000,0.000
Blue Stars,2015-07-14,"Great Bend, KS",30.700,23.100,22.850,76.650,76.650,0.000
Crossmen,2015-07-14,"Great Bend, KS",30.500,23.550,22.350,76.400,76.400,0.000
Troopers,2015-07-14,"Great Bend, KS",30.800,22.950,22.400,76.150,76.150,0.000
The Academy,2015-07-14,"Great Bend, KS",30.600,22.250,22.050,74.900,74.900,0.000
Blue Devils,2015-07-14,"Bentonville, AR",34.200,25.950,25.350,85.500,85.500,0.000
Blue Stars,2019-07-09,"Ankeny, IA",31.900,23.950,23.800,79.650,79.650,0.000
Mandarins,2019-07-09,"Ankeny, IA",31.000,23.200,23.300,77.500,77.500,0.000
Colts,2015-07-28,"Erie, PA",32.900,24.450,23.800,81.150,81.150,0.000
Blue Knights,2019-07-09,"Ogden, UT",31.400,24.150,24.650,80.200,80.200,0.000
Blue Devils,2019-07-09,"Ogden, UT",34.500,26.250,25.700,86.450,86.450,0.000
Pacific Crest,2019-07-09,"Ogden, UT",28.700,21.800,21.400,71.900,71.900,0.000
Troopers,2019-07-09,"Ogden, UT",27.900,21.150,21.450,70.500,70.500,0.000
Seattle Cascades,2019-07-09,"Ogden, UT",24.400,17.700,18.850,60.950,60.950,0.000
Boston Crusaders,2019-07-10,"Knoxville, TN",33.400,25.900,25.000,84.300,84.300,0.000
Music City,2019-07-10,"Knoxville, TN",27.100,21.050,21.100,69.250,69.250,0.000
Phantom Regiment,2019-07-10,"Knoxville, TN",31.100,23.450,23.250,77.800,77.800,0.000
Spirit of Atlanta,2019-07-10,"Knoxville, TN",29.900,22.900,23.100,75.900,75.900,0.000
Jersey Surf,2019-07-10,"Knoxville, TN",26.400,19.800,20.550,66.750,66.750,0.000
Troopers,2019-07-11,"Casper, WY",27.900,28.100,14.300,70.300,70.300,0.000
Crossmen,2019-07-11,"Casper, WY",31.600,31.400,15.600,78.600,78.600,0.000
Genesis,2019-07-11,"Casper, WY",26.100,25.300,13.300,64.700,64.700,0.000
Colts,2019-07-11,"Dubuque, IA",30.700,22.050,22.400,75.150,75.150,0.000
The Cavaliers,2019-07-11,"Dubuque, IA",33.100,24.600,24.950,82.650,82.650,0.000
Blue Stars,2019-07-11,"Dubuque, IA",32.400,23.900,23.900,80.200,80.200,0.000
The Academy,2019-07-11,"Dubuque, IA",30.500,21.950,22.050,74.500,74.500,0.000
Madison Scouts,2019-07-11,"Dubuque, IA",28.800,21.350,21.650,71.800,71.800,0.000
Santa Clara Vanguard,2019-07-12,"Memphis, TN",35.300,26.100,25.800,87.200,87.200,0.000
Carolina Crown,2019-07-12,"Memphis, TN",35.000,25.950,25.450,86.400,86.400,0.000
Boston Crusaders,2019-07-12,"Memphis, TN",34.600,25.700,25.250,85.550,85.550,0.000
Spirit of Atlanta,2015-07-14,"Bentonville, AR",28.700,21.400,21.800,71.900,71.900,0.000
Jersey Surf,2015-07-14,"Bentonville, AR",26.300,18.200,19.050,63.550,63.550,0.000
Blue Knights,2015-07-15,"Mustang, OK",33.500,24.700,25.000,83.200,83.200,0.000
Madison Scouts,2015-07-15,"Mustang, OK",31.500,23.100,24.050,78.650,78.650,0.000
Colts,2015-07-15,"Mustang, OK",29.300,21.650,21.600,72.550,72.550,0.000
Troopers,2015-07-15,"Mustang, OK",31.100,22.150,23.200,76.450,76.450,0.000
Pacific Crest,2015-07-15,"Mustang, OK",29.900,21.150,20.950,72.000,72.000,0.000
Mandarins,2015-07-15,"Mustang, OK",29.100,21.000,21.350,71.450,71.450,0.000
Seattle Cascades,2015-07-15,"Mustang, OK",25.800,19.250,20.150,65.200,65.200,0.000
Blue Stars,2015-07-16,"Belton, TX",30.800,22.800,23.400,77.000,77.000,0.000
Phantom Regiment,2015-07-16,"Belton, TX",32.300,23.500,24.750,80.550,80.550,0.000
Blue Knights,2015-07-16,"Belton, TX",33.900,24.350,25.150,83.400,83.400,0.000
Boston Crusaders,2015-07-16,"Belton, TX",31.800,23.200,23.150,78.150,78.150,0.000
Madison Scouts,2015-07-16,"Belton, TX",32.700,22.600,24.050,79.350,79.350,0.000
Crossmen,2015-07-16,"Belton, TX",31.900,23.150,23.550,78.600,78.600,0.000
The Academy,2015-07-16,"Belton, TX",31.800,22.000,22.600,76.400,76.400,0.000
Troopers,2015-07-16,"Belton, TX",31.200,21.800,23.150,76.150,76.150,0.000
Pacific Crest,2015-07-16,"Belton, TX",29.400,20.950,21.150,71.500,71.500,0.000
Mandarins,2015-07-16,"Belton, TX",29.000,20.050,21.250,70.300,70.300,0.000
The Cavaliers,2015-07-16,"Denton, TX",32.200,23.900,24.150,80.250,80.250,0.000
Bluecoats,2015-07-16,"Denton, TX",34.300,25.300,25.550,85.150,85.150,0.000
Carolina Crown,2015-07-16,"Denton, TX",33.900,25.550,25.200,84.650,84.650,0.000
Santa Clara Vanguard,2015-07-16,"Denton, TX",33.600,25.250,25.200,84.050,84.050,0.000
Colts,2015-07-16,"Denton, TX",29.600,22.400,22.150,74.150,74.150,0.000
Spirit of Atlanta,2015-07-16,"Denton, TX",28.800,22.100,21.600,72.500,72.500,0.000
Jersey Surf,2015-07-16,"Denton, TX",25.500,19.100,18.000,62.600,62.600,0.000
Seattle Cascades,2015-07-16,"Denton, TX",26.700,19.350,18.100,64.150,64.150,0.000
The Cavaliers,2015-07-17,"Houston, TX",32.900,23.800,24.550,81.250,81.250,0.000
Phantom Regiment,2015-07-17,"Houston, TX",32.200,24.000,24.150,80.350,80.350,0.000
Santa Clara Vanguard,2015-07-17,"Houston, TX",33.600,25.650,25.100,84.350,84.350,0.000
Blue Devils,2015-07-17,"Houston, TX",35.100,26.100,25.700,86.900,86.900,0.000
Carolina Crown,2015-07-17,"Houston, TX",33.700,25.600,25.250,84.550,84.550,0.000
Bluecoats,2015-07-17,"Houston, TX",34.400,25.450,25.400,85.250,85.250,0.000
Crossmen,2015-07-17,"Houston, TX",31.600,23.450,22.550,77.600,77.600,0.000
Blue Devils,2015-07-18,"San Antonio, TX",35.100,26.450,25.750,87.300,87.300,0.000
Bluecoats,2015-07-18,"San Antonio, TX",34.650,25.550,25.425,85.625,85.625,0.000
Blue Knights,2015-07-18,"San Antonio, TX",33.400,23.950,24.550,81.900,81.900,0.000
Carolina Crown,2015-07-18,"San Antonio, TX",34.600,25.800,25.800,86.200,86.200,0.000
Santa Clara Vanguard,2015-07-18,"San Antonio, TX",34.100,25.400,25.325,84.825,84.825,0.000
Troopers,2015-07-18,"San Antonio, TX",31.250,22.200,22.825,76.275,76.275,0.000
The Cavaliers,2015-07-18,"San Antonio, TX",33.050,24.300,24.475,81.825,81.825,0.000
Phantom Regiment,2015-07-18,"San Antonio, TX",33.050,24.150,23.775,80.975,80.975,0.000
Colts,2015-07-18,"San Antonio, TX",30.100,22.750,22.375,75.225,75.225,0.000
The Academy,2015-07-18,"San Antonio, TX",29.700,22.600,21.775,74.075,74.075,0.000
Blue Stars,2015-07-18,"San Antonio, TX",30.900,22.700,23.550,77.150,77.150,0.000
Boston Crusaders,2015-07-18,"San Antonio, TX",31.350,23.500,22.875,77.725,77.725,0.000
Carolina Crown,2015-07-14,"Bentonville, AR",33.500,25.550,25.200,84.250,84.250,0.000
Boston Crusaders,2015-07-14,"Bentonville, AR",30.200,23.350,22.850,76.400,76.400,0.000
Colts,2015-07-14,"Bentonville, AR",29.600,21.650,21.450,72.700,72.700,0.000
Mandarins,2015-07-11,"Denver, CO",28.600,20.400,20.100,69.100,69.100,0.000
Seattle Cascades,2015-07-11,"Denver, CO",25.600,19.350,19.200,64.150,64.150,0.000
Blue Stars,2015-07-12,"Muscatine, IA",29.700,22.850,23.200,75.750,75.750,0.000
Madison Scouts,2015-07-12,"Muscatine, IA",29.100,22.600,23.350,75.050,75.050,0.000
Crossmen,2015-07-12,"Muscatine, IA",29.100,22.300,21.900,73.300,73.300,0.000
Jersey Surf,2015-07-12,"Muscatine, IA",25.300,18.950,19.400,63.650,63.650,0.000
Phantom Regiment,2015-07-12,"DeKalb, IL",30.800,23.500,23.450,77.750,77.750,0.000
Carolina Crown,2015-07-12,"DeKalb, IL",32.400,25.350,24.500,82.250,82.250,0.000
The Cavaliers,2015-07-12,"DeKalb, IL",30.700,23.300,23.300,77.300,77.300,0.000
Santa Clara Vanguard,2015-07-12,"DeKalb, IL",32.800,24.800,24.450,82.050,82.050,0.000
Boston Crusaders,2015-07-12,"DeKalb, IL",29.400,22.300,22.300,74.000,74.000,0.000
Blue Devils,2015-07-12,"DeKalb, IL",33.400,25.400,25.000,83.800,83.800,0.000
Blue Knights,2015-07-13,"Freemont, NE",32.700,24.300,23.900,80.900,80.900,0.000
The Academy,2015-07-13,"Freemont, NE",30.200,22.100,21.950,74.250,74.250,0.000
Troopers,2015-07-13,"Freemont, NE",30.500,22.450,22.600,75.550,75.550,0.000
Spirit of Atlanta,2015-07-13,"Freemont, NE",28.500,20.900,21.300,70.700,70.700,0.000
Pacific Crest,2015-07-13,"Freemont, NE",28.900,20.500,21.000,70.400,70.400,0.000
Mandarins,2015-07-13,"Freemont, NE",28.200,20.650,20.400,69.250,69.250,0.000
Seattle Cascades,2015-07-13,"Freemont, NE",25.300,19.350,18.950,63.600,63.600,0.000
Santa Clara Vanguard,2015-07-13,"Warrensburg, MO",32.800,25.150,24.800,82.750,82.750,0.000
Carolina Crown,2015-07-13,"Warrensburg, MO",32.900,25.000,24.850,82.750,82.750,0.000
Genesis,2019-07-09,"Ogden, UT",25.100,18.450,19.750,63.300,63.300,0.000
Blue Devils,2015-06-21,"Sacramento, CA",30.200,22.450,22.500,75.150,75.150,0.000
Mandarins,2015-06-21,"Sacramento, CA",24.600,15.550,18.050,58.200,58.200,0.000
Pacific Crest,2015-06-21,"Sacramento, CA",24.600,16.550,18.400,59.550,59.550,0.000
Boston Crusaders,2014-08-09,"Indianapolis, IN",35.150,27.100,26.700,88.950,88.950,0.000
Madison Scouts,2014-08-09,"Indianapolis, IN",35.100,25.700,26.775,87.575,87.575,0.000
Crossmen,2014-08-09,"Indianapolis, IN",34.550,25.600,26.075,86.225,86.225,0.000
Bluecoats,2015-06-17,"Indianapolis, IN",27.500,20.650,20.100,68.250,68.250,0.000
The Cavaliers,2015-06-17,"Indianapolis, IN",25.600,18.250,19.250,63.100,63.100,0.000
Carolina Crown,2015-06-17,"Indianapolis, IN",27.300,20.750,20.050,68.100,68.100,0.000
Blue Stars,2015-06-17,"Indianapolis, IN",23.700,18.350,18.900,60.950,60.950,0.000
Madison Scouts,2015-06-17,"Indianapolis, IN",24.000,18.450,19.050,61.500,61.500,0.000
Blue Devils,2015-06-19,"Clovis, CA",28.800,21.800,21.600,72.200,72.200,0.000
Santa Clara Vanguard,2015-06-19,"Clovis, CA",28.100,21.250,21.250,70.600,70.600,0.000
Blue Knights,2015-06-19,"Clovis, CA",25.800,19.400,20.200,65.400,65.400,0.000
Phantom Regiment,2015-06-19,"Clovis, CA",26.100,20.350,20.500,66.950,66.950,0.000
Mandarins,2015-06-19,"Clovis, CA",22.200,15.550,18.000,55.750,55.750,0.000
Pacific Crest,2015-06-19,"Clovis, CA",23.000,17.400,17.800,58.200,58.200,0.000
Blue Devils,2015-06-20,"Stanford, CA",29.700,21.600,22.150,73.450,73.450,0.000
Santa Clara Vanguard,2015-06-20,"Stanford, CA",29.000,21.150,21.750,71.900,71.900,0.000
Phantom Regiment,2015-06-20,"Stanford, CA",27.100,20.200,20.750,68.050,68.050,0.000
Blue Knights,2015-06-20,"Stanford, CA",26.700,19.350,20.350,66.400,66.400,0.000
Pacific Crest,2015-06-20,"Stanford, CA",25.200,17.950,17.850,61.000,61.000,0.000
Mandarins,2015-06-20,"Stanford, CA",24.800,17.450,17.600,59.850,59.850,0.000
Bluecoats,2015-06-20,"Akron, OH",29.600,21.650,22.000,73.250,73.250,0.000
Carolina Crown,2015-06-20,"Akron, OH",28.700,21.200,21.650,71.550,71.550,0.000
Spirit of Atlanta,2014-08-07,"Indianapolis, IN",32.100,24.750,25.450,82.300,82.300,0.000
The Academy,2014-08-07,"Indianapolis, IN",32.150,24.400,25.325,81.875,81.875,0.000
Pacific Crest,2014-08-07,"Indianapolis, IN",30.700,24.150,24.525,79.375,79.375,0.000
Mandarins,2014-08-07,"Indianapolis, IN",30.550,23.250,23.950,77.750,77.750,0.000
Jersey Surf,2014-08-07,"Indianapolis, IN",29.600,22.800,23.150,75.550,75.550,0.000
Seattle Cascades,2014-08-07,"Indianapolis, IN",27.850,21.850,22.550,72.250,72.250,0.000
Genesis,2014-08-07,"Indianapolis, IN",28.950,23.500,22.725,75.175,75.175,0.000
Blue Devils,2014-08-08,"Indianapolis, IN",39.700,29.850,29.400,98.950,98.950,0.000
Bluecoats,2014-08-08,"Indianapolis, IN",38.750,28.900,28.900,96.550,96.550,0.000
Santa Clara Vanguard,2014-08-08,"Indianapolis, IN",38.500,28.650,28.500,95.650,95.650,0.000
Carolina Crown,2014-08-08,"Indianapolis, IN",37.700,28.900,28.700,95.300,95.300,0.000
The Cavaliers,2014-08-08,"Indianapolis, IN",37.300,27.900,28.075,93.275,93.275,0.000
Blue Knights,2014-08-08,"Indianapolis, IN",36.900,27.400,27.525,91.825,91.825,0.000
Phantom Regiment,2014-08-08,"Indianapolis, IN",36.150,27.600,27.800,91.550,91.550,0.000
Blue Stars,2014-08-08,"Indianapolis, IN",35.650,27.000,26.575,89.225,89.225,0.000
Boston Crusaders,2014-08-08,"Indianapolis, IN",35.550,26.650,26.850,89.050,89.050,0.000
Madison Scouts,2014-08-08,"Indianapolis, IN",34.500,26.550,26.600,87.650,87.650,0.000
The Cavaliers,2014-08-03,"Buffalo, NY",37.700,27.050,27.350,92.100,92.100,0.000
